person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
506,NA,NA,500149,1,Try to understand what is going to be happened with me.,1,I tried to retrieve in the same way,Male,Bangladeshi,45,5.2,68,Just completed PhD,Finance,PhD,0,NA,NA,0,NA,NA,1,Photography,1,0,NA,5,4,4,5,4,4,5,1,4,5,5,4,5,4,3,4,4,5,4,4,5,5,4,5,1,4,5,4,5,5,5,5,5,5,4,5,3,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,5,4,4,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,4,4,1,1,4,4,4,4,3,4,4,4,4,3,4,4,3,4,2,4,3,3,4,3,3,4,4,4
507,NA,NA,1394,0,"Started chaotically, then tried multiple line-by-line approaches (rotated between them at random) - horizontally, looking at each tilted line individually; looking at the rows as a whole and trying to find outliers; looking at columns as a whole trying to find outliers. Usually started from the bottom up, though thought that the top down trials went well. Felt most successful using the column approach.",1,"Started by seeing whether it felt more comfortable to pick up the farther bucket with or without the closer one in the other hand. Having decided that the weight of the other bucket helped, consistently went for closer bucket first. Tried using dominant hand for first grabbed bucket. Reached for the second bucket without making it all the way to the stand.",Female,Polish (White European),20,158,46,Student,Neuroscience with Psychology,IB diploma (upper secondary school),1,"Simulation, strategy",No more than 5-10,0,NA,NA,1,"Knitting, crocheting, writing, TTRPGs",Oct-20,0,NA,3,5,3,4,4,5,5,4,5,4,2,2,3,3,3,2,1,4,4,3,5,1,4,5,4,5,5,1,3,2,3,5,4,4,5,1,2,5,1,3,2,2,3,3,1,5,2,1,3,3,1,5,4,1,3,4,5,1,2,4,4,2,3,2,2,2,3,2,3,3,5,4,4,3,3,3,2,2,3,3,3,1,2,4,2,2,4,3,2,4,1,3,4,2,2,1,1,2,1,3,1,2,1,1,1,2,2,3,4,3
508,NA,NA,648,1,"I looked at the side with lines with the same direction first and then scanned the other either from the bottom, or from the top",0,"I tried different ones to see which one was the most efficient. The first time I picked them up one by one to see how heavy they were and then knowing I could lift them up at once, I chose to do so",Female,White European,24,158,59,student,Languages and cultures,high school,1,The Sims,0 when at university,1,bedminton,1,1,fitness,5,0,NA,5,4,1,3,3,4,5,1,4,5,1,2,3,2,4,2,2,5,3,5,5,4,2,5,1,1,2,2,4,2,1,4,4,2,5,3,4,5,1,3,5,2,5,3,2,5,3,1,2,2,1,5,5,1,2,5,2,4,3,4,5,1,5,5,1,4,1,5,1,5,5,1,5,5,5,1,1,4,1,5,4,1,3,3,1,2,4,3,3,4,1,3,4,1,3,2,2,2,2,3,1,1,2,1,1,1,2,1,2,3
509,NA,NA,1074,1,I firstly look at the part where were line in more or less the same angle and then look at the other part where lines were well mixed.,1,I always firstly checked whether the buckets are fulfilled with the same amount of sand and if yes I firstly grabbed the further one so I will walk less distance with the both buckets.,Female,Christian,22,164,52,Student,Geography,High School,1,Strategic,1,1,"Regular exercising, run, yoga",6,1,"Exercising, talking with friends, reading books",14,0,NA,5,5,1,2,4,3,5,1,3,5,3,3,4,5,4,4,3,5,3,4,4,2,2,2,4,1,5,4,1,3,4,5,5,5,5,4,1,5,4,5,4,4,5,2,4,4,3,1,1,1,3,5,5,5,4,3,4,2,5,2,2,2,5,5,1,5,1,4,1,1,2,2,4,4,4,1,2,4,1,5,4,1,2,2,2,4,4,3,2,2,4,3,3,2,4,2,2,2,2,3,1,1,2,1,2,2,2,2,4,4
510,NA,NA,840,1,"I was looking at the side with uniform lines first, since it is easy to spot the tilted one between those in a glance. Then I looked at the side with differently tilted lines and tried to look through it moving my eyes in the direction of the tilt, hoping that would help me spot lines that are tilted in the desired direction more easily and then I could look at each separately and determine whether it was the angle I was looking. Though I missed the tilted line quite a few times when it was on this side, so it was probably not the best strategy.",1,I went for the furthest bucket first and then got the closest bucket on my way back. This way I had to do the least amount of work.,female,white,21,175cm,"not sure, around 68kg",student,neuroscience with psychology,high school diploma,1,"sandbox type games, story-based games",2,1,kickboxing,6,1,"music (playing piano, composing), reading, crochet, board games",8,0,NA,2,3,1,4,2,2,5,4,4,4,1,2,4,2,3,4,2,4,4,4,4,2,4,5,1,3,4,4,3,2,5,4,4,2,2,3,4,5,2,3,2,4,4,5,2,2,4,2,2,2,1,4,5,2,2,4,4,4,2,3,4,2,4,2,1,4,4,5,4,2,4,2,5,4,5,2,2,5,2,2,3,2,3,2,2,2,4,4,2,3,1,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,3,2,3,2
512,NA,NA,4711,1,"First look in the clearer part of the screen with tilted lines to one side, secondly I scan the whole part of the screen with mixed tilted line to see if I see it, if I do not see it in both the first and second attempt, I then look up for it slowly from top to bottom, left to right.",1,"I take the furthest bucket, check if it is the more deformed one, I place it on the left and if it is the less deformed one I place it on the right",Male,Black African,39,182 cm,82 Kg,Student,Economics,Bachelors Degree (Honours),0,NA,NA,0,NA,NA,1,"Playing Cards, watching soccer on TV",12,0,NA,2,5,4,5,5,5,5,2,5,4,5,3,4,1,5,5,4,4,2,2,5,1,2,5,1,2,2,2,5,4,4,5,2,1,1,1,1,2,1,5,3,1,4,5,2,2,4,2,5,4,2,5,5,1,4,5,2,1,1,5,4,4,5,4,2,2,1,1,4,4,4,4,2,1,1,4,1,3,2,2,2,2,1,2,1,2,2,4,3,3,1,4,2,1,3,2,1,1,1,4,1,1,4,1,1,2,1,1,1,4
513,NA,NA,39615,1,"I started by looking at the 'even side' where all of them were leaning to the left so then the right 45 degree angle would stand out. If I couldn't find it there, then I would go to the other side and scan it line by line from top to bottom or bottom to top.",1,"I walked straight to the bucket further behind and picked that one up and on my way back I picked up the first bucket. I used this strategy as I knew I had the strength to pick up both buckets at the same time, so then I wouldn't have to take multiple trips, and I thought there was no point in carrying the first to the second and back, when I could just go pick up the second bucket and on the way back also pick up the first one. I think my strategy was more time efficient.",Female,Indian,25,165cm,60kg,Student,Anthropology,High School Degree,0,NA,NA,0,NA,NA,1,"I knit, I do yoga, I play the Ukulele and I do a lot of crosswords and puzzles.",around 3-5 depending on the week.,1,I have been diagnosed with depression.,4,5,2,1,5,4,5,4,2,5,2,3,4,4,4,2,2,5,5,5,4,3,4,2,2,2,4,4,1,2,4,4,5,5,5,3,2,4,4,4,2,2,3,4,1,4,2,1,1,2,3,5,2,4,2,5,3,2,4,4,4,5,5,1,2,2,2,2,4,4,2,5,4,1,2,4,3,1,1,1,4,2,2,2,2,3,4,4,2,2,3,3,4,2,2,2,2,1,1,4,2,3,1,2,2,2,1,3,4,4
514,NA,NA,750,0,NA,1,picked up the more further bucket first and then picked up the closest one,female,indian,22,"5""5",NA,student,business,post graduate diploma,0,NA,NA,0,NA,NA,1,painting,1-2hrs,0,NA,4,5,1,2,1,3,5,2,4,4,2,2,5,4,4,4,5,5,4,5,4,2,2,1,4,2,5,2,1,1,4,5,5,4,5,2,2,5,4,5,2,4,5,2,2,4,1,1,2,2,4,5,5,4,2,4,5,4,4,5,3,2,5,1,1,5,5,4,2,2,1,2,5,4,4,2,2,4,2,3,3,1,2,1,1,3,4,4,3,4,1,4,4,2,4,1,3,1,4,4,1,1,2,1,1,2,1,1,3,4
515,NA,NA,793,1,That the tilted line will be in the not scattered lines,1,go for the furthest one first,female,African,27,1.55m,65,student,Oil and gas,Honours degree,0,NA,NA,1,volleyball,2 hours,1,"reading, going out for a walk , fitness",56,0,NA,3,4,4,5,3,4,4,3,4,5,4,4,3,4,4,5,5,4,4,4,5,3,3,3,3,1,2,1,2,2,5,3,3,4,4,3,4,4,4,5,4,4,5,4,1,2,3,2,2,2,2,4,2,3,4,3,2,1,5,5,4,4,4,2,2,2,3,2,4,4,4,4,2,2,2,4,4,2,5,2,4,2,1,2,2,4,2,4,3,4,2,2,4,1,2,1,2,2,3,3,1,4,1,1,2,2,3,3,2,2
517,NA,NA,708,1,I looked at the most lines that were tilted to the left side as it was easier to distinguish what line was tilted to the right,0,NA,Female,NIGERIAN,19,5'5'',64.8,STUDENT,Psychology,secondary school,1,"driving/car games, adventure",5,0,NA,NA,1,"watching movies, walks, cooking",6,0,NA,3,4,2,3,2,3,4,4,4,4,2,1,4,3,4,4,2,4,4,4,1,3,3,3,4,5,3,2,3,2,4,4,4,4,4,3,2,4,4,4,3,2,4,3,2,2,3,1,2,2,4,4,4,4,2,4,4,2,3,2,4,2,1,1,2,4,3,3,3,3,4,4,4,3,3,2,3,2,4,2,4,2,2,1,2,2,3,2,2,2,1,2,3,1,2,1,1,1,2,3,1,1,1,1,4,2,2,2,3,3
601,NA,NA,1077,1,"Firstly, I check the part of screen where almost all lines were situated towards one direction. Then, I check another part of screen and try to find lines through vertical or horizontal direction.",1,"Firstly, I took the bucket which was situated on longer distance, then the second one that was closer.",female,white,31,160,47,student,Energy industry,Diploma of higher education,0,NA,NA,1,"skiing, swimming, squash",02-Mar,1,contemporary art,1,0,NA,5,4,2,4,4,2,5,2,5,5,3,3,2,2,3,4,1,2,3,5,2,4,5,5,1,1,3,2,4,3,4,4,3,3,5,4,1,4,2,5,4,4,4,5,2,4,4,2,3,1,3,5,4,2,1,4,4,1,2,3,4,4,1,5,4,4,4,4,4,3,2,4,3,2,2,4,4,3,4,2,3,1,3,4,1,1,4,4,3,3,3,4,4,1,4,1,1,1,2,3,2,1,3,1,1,3,1,1,1,4
602,NA,NA,1113,1,i just measured the weight of the buckets,1,i used measured the weight of the buckets . I used that strategy because i thought they are observing that the participants are more attentive or using their presence .,female,Indian,23,163,45,student,MSC PSYCHOLOGY,MBBS,0,NA,NA,1,Badminton,5,1,"Reading books , drawing , painting",5,0,NA,3,5,1,4,5,1,5,2,3,5,3,1,1,3,4,3,4,5,2,5,3,1,2,5,2,1,5,1,3,5,4,5,5,3,5,2,1,4,2,2,5,3,3,4,1,2,1,1,3,3,2,5,5,1,5,5,4,3,1,5,3,4,5,5,1,3,1,3,1,2,2,1,4,3,2,2,4,5,1,5,2,2,3,4,1,4,4,4,4,4,3,4,4,1,3,1,2,2,1,4,1,1,4,2,2,3,4,1,4,4
645,NA,NA,1502,0,"firstly looked from the regular part, then searched from the irregular part",1,"bring the near one to the left box, and bring the far one to the right box",F,Asian,26,1.67,53,Student,Psychology,Bachelor,0,NA,NA,1,"Swimming, badminton",2,1,"Calligraphy, photography, making crafts",10,0,NA,2,3,3,4,2,1,5,3,3,4,3,1,3,2,3,4,1,3,4,4,1,1,3,4,3,4,4,4,4,3,4,4,3,3,3,4,1,3,2,5,2,1,3,5,1,2,2,3,3,3,4,4,5,2,2,3,5,1,1,3,4,3,2,5,1,3,1,3,3,1,2,2,5,3,4,3,2,3,1,4,3,1,2,2,1,2,2,3,3,3,2,3,2,1,3,2,1,2,2,3,2,3,1,2,1,2,2,1,2,3
721,NA,NA,1828,1,"Looking first into an homogeneous group, if not there, then row by row on the other group",1,"At first, as I didn't the weight of the bucket I try to lift it with my two hands, and trying not  to damage my back.",Male,Mexican,22,172 cm,59 kg,Student,Computer science and electronic engineering,Undergrad,1,"Strategy games, First person view shooters.","Currently none, but used to play 6 h/w",1,"Climbing, cycling, dodgeball, waterpolo.",8,1,"Climbing, playing instruments, exploring new places.",8,0,NA,4,5,2,5,2,4,5,2,5,5,2,2,2,2,5,2,5,3,4,4,4,4,4,5,2,2,5,2,5,4,5,4,3,2,4,2,2,4,2,5,5,5,5,5,2,4,2,2,5,2,2,5,4,2,2,5,5,4,1,5,3,4,5,5,3,5,4,2,4,4,4,4,4,1,1,4,4,4,3,4,3,1,3,3,1,2,3,3,4,1,1,4,3,1,4,1,2,1,2,4,1,1,3,1,2,4,2,3,4,4
726,NA,NA,1481,0,"The only consistent strategy I used is to look through the half where all the lines were in the same direction and angle first, before proceeding to the other half with different lines. The first three rounds I would just look through line by line, starting from the top 3, then bottom 3, then the center. The last round I tried to only look for the tilted lines with the top pointing to the right.",1,Always go for the furthest one first then the closer bucket to the end point.,F,Filipino-Hong Konger,24,165cm,55kg,Student,Human Rights Law,Bachelor's,0,NA,NA,1,"Handball, Basketball, Volleyball",03-Apr,1,"Playing the guitar, playing handball, watching movies / shows, journalling",24-30,0,NA,4,5,2,2,4,4,4,4,2,5,1,4,4,2,4,4,1,4,4,5,2,1,4,4,1,2,4,4,4,3,4,4,4,4,5,2,2,4,4,4,4,2,4,4,1,2,2,2,1,1,4,4,4,2,1,4,4,2,4,2,4,2,2,2,4,1,4,2,4,4,4,4,4,2,1,4,4,2,4,4,3,1,2,3,1,3,4,3,2,4,3,3,3,1,4,2,2,2,2,3,2,1,2,3,1,3,2,3,3,3
735,NA,NA,1711,1,"I was looking for the tilted line on line by line basis, in groups of 2 to 3 lines each.",0,I didn't use any strategy,Male,Black,30,"5'8""",75kg,Student,Artificial Intelligence,Bachelors degree,0,NA,NA,1,swimming,20hrs,1,Photography,10,0,NA,5,5,2,4,4,4,5,3,4,5,2,2,5,1,5,4,4,4,2,5,4,2,2,5,1,1,4,2,5,5,3,4,4,1,5,2,2,5,2,4,4,3,4,4,1,2,3,2,4,2,3,4,4,1,2,4,4,1,1,5,3,3,4,4,2,3,2,5,2,3,2,2,5,3,3,2,2,4,2,4,4,1,2,2,1,1,4,4,4,4,1,4,3,1,4,3,1,1,1,3,1,1,2,1,2,2,2,1,3,3
740,NA,NA,654,1,"Firstly, I would gaze around the similar set of lines in one side of the screen. If the target was not present, then I would look into each line on the side with the more heterogeneous lines",0,I did not think much about a strategy,woman,white,21,5ft,52kg,student,psychology,high school diploma,0,NA,NA,0,NA,NA,1,"creative writing, baking, reading fiction, going to the gym",4,1,"depression, anxiety, autism",2,5,4,2,2,2,5,3,2,5,4,4,4,4,4,5,2,4,4,5,2,1,5,2,2,2,4,3,2,1,5,4,2,4,4,2,2,2,5,4,2,4,5,2,2,2,2,4,1,1,4,4,4,5,2,4,2,4,4,5,4,4,3,1,4,2,4,2,5,2,2,4,4,1,1,3,3,2,4,2,2,3,1,2,2,3,2,2,2,2,3,3,2,3,3,1,3,2,3,2,3,2,2,1,1,3,1,1,2,3
744,NA,NA,4574,0,I checked all the rows one by one,0,i picked one bucket and kept it on the top of another,F,Indian,21,163 cm,98 kg,student,psychology,bachelors,0,NA,NA,1,badminton,none,1,writing. reading,4,0,NA,3,4,2,2,5,2,4,4,4,4,2,2,4,3,4,5,4,4,5,5,2,2,2,5,1,3,5,4,4,1,5,1,4,5,5,3,1,4,4,5,5,4,5,4,1,2,4,1,5,1,4,4,4,4,5,5,5,4,5,5,4,4,4,2,4,4,4,4,4,2,4,4,4,2,3,2,2,3,4,4,3,1,3,2,2,4,4,2,3,2,2,3,3,2,3,2,2,1,1,3,1,1,1,1,1,3,2,1,4,4
753,NA,NA,940,1,search at the half that's more obvious first then look into more complex part. Then focus on right tilted ones. It's more efficient to find the target.,1,focus on the handles of the buckets and the most convenient angle to grab it. I use that because i don't want to miss the grip.,M,Asian,26,160,58,student,Psychology,Bachelor,0,NA,NA,0,NA,NA,1,watching shows,15,0,NA,2,4,2,4,3,3,4,4,4,4,3,2,4,3,4,3,2,3,3,2,1,1,3,4,4,2,3,2,4,2,5,3,4,3,3,2,2,4,2,3,3,1,5,5,4,3,2,1,2,3,3,4,4,2,4,3,4,2,2,4,4,2,4,4,4,1,2,3,2,3,4,4,4,3,3,4,2,4,2,4,2,1,2,3,1,2,2,3,3,2,2,3,2,1,2,3,2,4,2,2,3,3,1,1,2,2,3,2,4,1
755,NA,NA,6796,0,didnt use a strategy,1,"I decided to go pick the bucket that was far first and then pick the nearest one. So I could carry the weight together instead of carrying one and then go pick up the next one, since its two buckets.",Female,Indian,26,157 cm,45 kg,student,pyschology,bachelors,0,NA,NA,0,NA,NA,1,coin collecting,not much,0,NA,2,4,3,2,5,4,5,5,2,5,4,3,2,4,3,4,3,3,4,5,3,1,4,3,1,3,3,5,2,2,4,1,3,3,5,3,4,1,3,5,1,3,4,3,1,3,3,1,1,2,3,5,5,4,1,3,4,5,3,1,1,5,3,1,3,4,1,4,5,5,3,5,5,1,1,3,3,3,5,5,2,1,3,1,2,1,4,4,2,3,1,3,4,2,4,1,2,1,2,3,1,2,4,3,2,2,1,1,2,4
760,NA,NA,6767,1,just a stare at the whole screen and than up down in case i didn't,1,stay on left pick first from right hand second from left and rotate left and back and stay right,Male,Pakistani,26,5feet 6inch,95kg,Support Worker,Ms Data Science and its application,bachelor's,1,"fps, open world",25,1,tabble tennis,2,1,"foody, traveling",2,0,NA,4,5,4,2,4,4,5,4,5,5,2,1,4,2,4,4,1,2,4,2,4,4,4,2,1,4,5,4,4,2,5,5,2,5,4,4,1,4,4,5,2,4,4,2,1,4,1,2,2,3,2,5,4,4,5,4,4,4,2,4,4,4,4,2,2,5,4,2,4,4,1,4,4,2,4,4,2,2,4,2,2,1,2,1,2,1,2,2,2,1,2,3,4,2,4,1,1,1,2,3,1,1,2,1,2,2,1,2,3,4
761,NA,NA,6955,1,"Started with briefly skimming the side with mostly similar angled lines, then looked carefully through the opposite side of the screen, starting with either rows or columns until I found the target. I used the strategy because it allowed me to look at each line individually without missing any/re-visiting them so would save time if the target wasn't apparent at the beginning (i.e. on  the side with identical lines). I was mostly consistent with this strategy, but occasionally my eyes darted randomly across the screen out of fatigue. nevertheless the strategy was reliable in finding the targets so I came back to it when my attention drifted. I was consistent with the above strategy mostly during the last 3 parts of the experiment.",1,"I steadily walked over to the buckets In order i.e. approached the bucket nearest to me, picked it up in my right hand after bending down to reach it, then approached the bucket further away and picked it up in my left hand, with the same steady, consistent motions and pace of walking, and finally carried both buckets at the same distance from the ground while walking back. I put the buckets down next to each other at the same time in the center of the yellow block. I used this same strategy each time. I used this strategy repeatedly because it was the most efficient (it allowed me to carry both buckets back at once and hence too less time). It also helped me improve my coordination.",Female,Asian British,21,"Five foot, 3 inches",57kg,student,Psychology,A-level (IB Course specifically) and 2 years undergraduate university experience,1,"Nintendo DS, 3DS, Switch games. Genre: role-playing/adventure",18,0,NA,NA,1,"Casual research/browsing of internet articles (not news or social media) in Psychology, making long lists for anything (to-do lists, shopping lists, achievements/productivity lists), making drafts for my blog on my phone's notepad, collaborating with a small group of online friends to translate and analyse anime/eastern novels and manga, debating online, video games, going for walks, spirituality, watching anime.",40,1,autism spectrum disorder,2,5,4,1,4,4,5,4,4,4,1,1,4,1,3,4,1,4,4,4,1,2,4,4,1,4,5,4,4,5,5,4,3,3,3,4,1,3,4,5,4,1,4,4,4,3,3,2,1,4,5,5,3,5,1,4,4,3,3,3,5,4,3,2,3,5,3,3,4,4,4,4,4,3,2,3,3,1,3,3,2,2,2,3,2,3,2,3,3,3,3,4,2,2,4,1,2,1,2,3,1,1,2,1,3,2,3,3,3,2
764,NA,NA,8736,0,n/a,0,n/a,female,Asian Indian,25,150,45,student,MSc psychology,MSc psychology and counselling,0,NA,NA,0,NA,NA,1,"painting, drawing, art works, watching series",05-Jun,0,NA,2,5,1,5,5,1,5,4,4,5,1,1,4,5,5,5,5,5,5,5,1,1,3,3,1,5,5,4,1,5,5,5,5,4,5,2,1,4,3,5,3,3,5,5,1,1,1,1,2,1,5,5,5,3,5,3,1,5,5,5,2,4,2,4,4,1,4,1,5,5,1,5,1,1,2,2,4,1,5,1,3,3,4,3,3,2,3,4,2,2,4,2,3,4,4,2,1,2,2,1,1,1,1,1,1,3,4,2,4,2
769,NA,NA,6305,1,"I am not certain. Every time I search the titled line, I firstly look the lines with the same shape. And then I move the tracking to other which are not arranged in order. It is easy to find out the titled line every time I use this method.",1,"It is just an action. However, one thing I am aware of it is that after I pick up the buckets, I always focus on the yellow bucket along the way in order to put the buckets at the yellow one.",Male,concealing peoples' identity and privacy .,23,5' 7.5'',145,student,Psychology,Bachelor Degree,1,"League of Legends, Dota 2",It is not consistent. Sometimes nearly the whole day.,1,Footaball,1-2 hours,1,playing games,depend on my mood,1,"autism, sleeping disorder, anxiety, trauma, PTSD, schizophrenia, bipolar disorder , phobia ,depression, obsessive-complusive disorder, personality,",2,5,4,4,1,2,5,5,5,4,2,2,4,2,5,5,5,5,3,3,1,1,2,5,1,5,5,4,4,2,5,5,2,4,3,5,3,4,4,5,3,1,2,2,1,1,1,1,1,1,3,5,4,4,4,4,5,1,1,3,5,4,3,1,4,5,4,5,5,1,1,2,4,1,4,1,1,2,4,4,3,3,3,4,4,3,4,4,3,2,2,3,3,1,1,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3
781,NA,NA,8038,1,"First I checked the one side of the screen with lines of similar incline. Then focused on the other side, checking row by row or more rarely column by column.",1,"I had some thoughts like to change hands, but did not stick to it. There was no planned strategy before I executed the task, however I consistently and consciously did it with a pattern. I tried to go back on the same side as which hand I was using to hold a bucket and I put a bucket on the same side of the platform. For example, if I a bucket was in my right hand, I went back on the right side and put it on the right side of the platform.",male,white,39,170,85,student,Economics,undergraduate,0,NA,NA,1,"swimming, cycling, boxing",5,1,"playing guitar, solving puzzles, programming",3,0,NA,5,5,2,4,4,3,5,3,5,5,1,2,1,4,5,4,3,4,4,5,4,4,5,5,1,1,3,1,3,1,5,5,3,3,5,2,1,3,1,5,4,1,5,3,1,5,2,2,3,3,2,5,5,3,1,5,4,2,4,5,5,5,4,3,1,5,1,4,3,5,5,3,1,2,2,5,2,3,2,3,4,1,3,1,1,3,4,4,2,3,2,4,4,1,4,1,2,1,1,4,2,2,3,1,2,2,2,3,4,3
782,NA,NA,1851,1,I would scan and look randomly arcross the screen for a few seconds then looked at 1 vertical row at a time. This narrowed my focus so I could not need to look at some areas again after looking at them closely,1,I picked each on 1 hand because it was more effective at carrying it quickly,Male,African,19,177.5,88.5,Full time student,Psychology,University Foundation (UFP),1,"RPG, MMO, Indie, Action Adventure, Fantasy, Open World",2,0,NA,NA,1,"Drawing, gaming",2,0,NA,3,4,3,4,3,3,5,5,5,5,1,3,4,2,3,3,1,4,3,3,3,3,4,3,3,5,5,5,5,1,5,4,4,5,4,4,3,3,3,4,2,3,3,3,2,3,3,3,3,4,3,5,4,3,1,4,5,4,1,4,4,4,3,3,2,5,3,3,4,4,4,2,4,3,2,3,3,2,4,3,2,1,1,2,4,2,3,3,2,2,2,3,4,2,2,2,2,2,2,3,3,2,2,3,1,4,2,2,1,2
789,NA,NA,12892,1,I was trying to see that particular titles line and be very focused to look at it as it was pretty confusing,1,I TRIED 2 DIFFERENT WAYS TO DO IT BUT THE SECOND WAY WORKED BETTER AS IT WAS EASIER TO CARRY THE BUCKETS,female,Indian,23,5 feet,62,student,Pyschology,undergraduate,0,NA,NA,0,NA,NA,1,watch netflix,3 hours,0,NA,4,5,4,2,1,4,4,5,4,5,1,1,3,5,4,4,5,4,5,4,3,2,4,4,3,4,4,4,1,4,5,5,3,5,4,4,4,2,1,5,4,5,5,1,1,5,5,4,1,5,2,4,4,5,3,4,5,4,5,4,4,5,3,1,1,5,4,5,5,5,5,5,2,1,2,1,1,4,5,4,3,3,2,3,2,4,2,4,2,2,4,2,2,2,4,3,2,1,2,4,1,1,1,2,2,4,3,3,1,3
790,NA,NA,4823,1,Checked if its on the same line,1,Used the handles,female,eritrean,22,5ft5,64kg,student,psychology,alevel,0,NA,NA,0,NA,NA,1,Creative Directing,Oct-15,0,NA,3,4,2,3,5,4,5,3,5,4,4,2,4,4,5,4,3,5,3,5,5,3,2,5,3,3,4,2,2,5,2,4,4,2,5,1,2,5,3,5,3,4,5,5,3,4,5,2,2,1,1,5,5,3,3,3,5,4,5,5,4,2,4,3,1,4,3,4,4,3,5,3,4,1,4,3,4,5,2,5,4,2,2,4,1,2,3,3,3,3,3,4,4,4,4,2,2,3,3,3,1,2,1,1,2,3,3,1,1,4
794,NA,NA,1378,1,"i started with the lines that are similar first then searched from the ones that were haphazardly organized, it was easier to look on the organized lines than the other others and even quicker to find the line .",1,I took the buckets at once to save time,female,african,41,1.6m,80kg,student,psychology,bschelor degree,0,NA,NA,0,NA,NA,1,"watching movies, taking walks, dancing",2hrs,0,NA,5,5,1,5,3,4,5,1,5,4,1,1,3,4,5,5,1,5,3,5,4,1,1,4,1,1,5,1,4,1,1,5,5,4,5,2,1,5,4,4,5,5,5,5,1,2,1,1,1,1,1,5,5,1,1,5,5,1,1,5,2,3,3,4,1,5,1,5,1,1,4,2,5,5,3,4,2,4,1,5,4,2,4,4,1,2,3,4,4,3,3,3,3,1,3,1,1,1,1,4,1,2,2,1,2,3,1,1,2,4
802,NA,NA,7202,1,I noticed that positive answers are most time on the side with plenty vertical strokes. so I always look towards that side first.,1,placing the first bucket on the second one,female,yoruba/Nigerian,37,5 feet,60,Teaching,Psychology,Masters,1,car race,1,0,NA,NA,1,sewing and cooking,5 hours,0,NA,4,5,2,4,5,5,5,2,5,5,2,4,5,4,5,5,1,5,2,5,4,2,1,5,1,1,5,2,4,1,4,5,3,4,5,4,2,5,3,5,4,4,5,4,1,2,1,3,3,3,4,5,5,2,5,5,5,1,5,5,4,2,5,2,1,5,1,5,2,2,2,2,5,4,4,1,1,4,1,4,4,1,3,3,1,1,1,4,4,3,2,4,3,1,4,2,1,1,1,4,2,2,3,4,2,2,2,1,3,4
803,NA,NA,9942,0,"i used the other tiltled line to the left to measure accurately where the required tilt should be.
also i looked at the area with the same tiled line to the left first before looking at the area that had multiple different lines",1,i picked it up with two hands and placed them separately on the yellow bucket,female,african,26,5.6 inches,53kg,student/lawyer,psychology,graduate university,1,"games on an ipad like shooting games,  cooking fever, find the difference games",maybe 5,0,NA,NA,1,writing seeing dancing reading movies,a lot like hours maybe approximating to 3 days,0,NA,1,5,1,4,5,5,5,2,4,5,4,4,4,5,4,5,1,5,5,5,2,1,4,4,1,2,2,1,2,2,5,5,4,5,5,2,1,5,5,5,4,5,5,2,1,1,1,1,1,1,5,5,5,5,1,4,2,1,5,4,5,5,2,2,2,1,3,2,1,1,5,5,5,1,4,5,5,4,5,2,3,1,2,2,1,4,4,4,2,3,2,4,4,1,4,2,1,1,2,4,2,2,1,2,1,4,4,2,3,2
